title_name;title_score
landschaft;0.3953172688953838
ohne titel;0.4628045398087097
stilleben;0.5354877469012476
weibliches bildnis;0.5444976097517443
stillleben;0.5451310127868335
männliches bildnis;0.5559112668749463
selbstbildnis;0.5657135708079932
winterlandschaft;0.5794253453078083
frauenbildnis;0.5812932953110493
blumenstück;0.585147606838786
studie;0.5891713920837964
waldlandschaft;0.5902055993959211
italienische landschaft;0.5977920062880141
seestück;0.6085722603761269
porträtminiatur;0.6098523703799597
gebirgslandschaft;0.6165360961465114
damenbildnis;0.6193525144642397
porträt;0.622258357677489
friedrich der große;0.6237466241806062
titel unbekannt;0.6252594912411313
madonna;0.6349027571267172
heilige familie;0.6383569924735691
bildnis einer jungen frau;0.6419467221061357
madonna mit kind;0.6437958026374442
frauenkopf;0.64568301121483
blumen;0.6476099534039902
flußlandschaft;0.6495783383709853
mutter gottes mit dem christuskind;0.6495783383709853
marine;0.6515899879917216
fruchtstück;0.6536468469852145
bildnis eines mannes;0.6557509942118879
maria mit dem kind;0.6557509942118879
interieur;0.6579046553014323
mädchenkopf;0.6579046553014323
porträt eines mannes;0.660110216802509
bildnis eines jungen mannes;0.6623702420798344
mutter gottes;0.6623702420798344
akt;0.6646874892241594
ohne titel;0.6670649312889607
venus und amor;0.6670649312889607
winter;0.6695057792262561
anbetung der hirten;0.6720135079654203
christus;0.6720135079654203
berglandschaft;0.6745918861664366
büßende magdalena;0.6745918861664366
männerbildnis;0.6745918861664366
anbetung der könige;0.6799773437358048
bildnis einer dame;0.6799773437358048
selbstporträt;0.6799773437358048
weiblicher akt;0.6799773437358048
biblische szene;0.682793762053533
christus am kreuz;0.682793762053533
kinderbildnis;0.682793762053533
landschaft mit ruinen;0.682793762053533
mutter und kind;0.682793762053533
flusslandschaft;0.6856996052667824
holländische landschaft;0.6856996052667824
kopf eines alten mannes;0.6856996052667824
landschaft mit staffage;0.6856996052667824
beweinung christi;0.6887007388304247
königin luise von preußen;0.6887007388304247
kreuzigung;0.6887007388304247
frauenporträt;0.6918036249040298
sonnenuntergang;0.6950154061401354
bildnis einer unbekannten frau;0.6983440047160105
bildnis eines unbekannten mannes;0.6983440047160105
reitergefecht;0.6983440047160105
grablegung christi;0.7017982400628625
landschaftsstudie;0.7017982400628625
abend;0.705387969695429
alter mann;0.705387969695429
ohne titel (unbekannt);0.705387969695429
herbst;0.7091242588041233
junges mädchen;0.7091242588041233
paysage / landschaft;0.7091242588041233
alpenlandschaft;0.7130195859602787
bildnis einer frau;0.7130195859602787
blumenstilleben;0.7130195859602787
kreuzabnahme;0.7130195859602787
männlicher akt;0.7130195859602787
porträt einer frau;0.7130195859602787
wald;0.7130195859602787
zeichnung;0.7130195859602787
allegorie;0.717088094574508
johannes der täufer;0.717088094574508
kirche;0.717088094574508
männerkopf;0.717088094574508
mythologische szene;0.717088094574508
alte frau;0.7213459028907256
brustbild;0.7213459028907256
himmelstudie;0.7213459028907256
mädchen;0.7213459028907256
unbekannt;0.7213459028907256
brustbild einer dame;0.7258114896691278
christus am ölberg;0.7258114896691278
christuskopf;0.7258114896691278
der heilige nikolaus;0.7258114896691278
dorfstraße;0.7258114896691278
entwürfe zu illustrationen für witzblätter;0.7258114896691278
herrenbildnis;0.7258114896691278
mädchenbildnis;0.7258114896691278
meeresufer;0.7258114896691278
reiter;0.7258114896691278
adam und eva;0.7305061788782541
friedrich wilhelm i.;0.7305061788782541
herbstlandschaft;0.7305061788782541
kircheninneres;0.7305061788782541
männliches porträt;0.7305061788782541
porträt einer dame;0.7305061788782541
sitzender weiblicher akt;0.7305061788782541
blumenstillleben;0.7354547555547137
damenporträt;0.7354547555547137
meer;0.7354547555547137
rheinlandschaft;0.7354547555547137
venus und adonis;0.7354547555547137
die heilige familie;0.7406862578762007
die heilige katharina;0.7406862578762007
landschaft mit brücke;0.7406862578762007
liebespaar;0.7406862578762007
mondscheinlandschaft;0.7406862578762007
susanna im bade;0.7406862578762007
bauernhof;0.7462350096428264
bildnis;0.7462350096428264
feld;0.7462350096428264
frühling;0.7462350096428264
gemälde;0.7462350096428264
küstenlandschaft;0.7462350096428264
landschaft mit vieh;0.7462350096428264
landschaft mit wasserfall;0.7462350096428264
leopold i. fürst zu anhalt-dessau (1676-1747);0.7462350096428264
madonna mit heiligen;0.7462350096428264
schweizer landschaft;0.7462350096428264
urteil des paris;0.7462350096428264
wasserfall;0.7462350096428264
weiblicher kopf;0.7462350096428264
amor und psyche;0.752141986419718
bauer;0.752141986419718
blumen und früchte;0.752141986419718
caritas;0.752141986419718
der verlorene sohn;0.752141986419718
die anbetung der könige;0.752141986419718
hafen;0.752141986419718
harzlandschaft;0.752141986419718
